128664	144661
134612	87218
84783	134833
219965	11447
4060783	874001
103544	132715
113640	130162
2458746	1244664
207424	330013
138964	120311
231213	10472
11826	215228
140679	129004
88003	464790
2436430	751342
4883567	157046
192604	180607
408142	875889
202686	180914
133841	2237962
1484804	1511223
6997	159309
4737503	4483905
199833	1692554
330199	235590
181075	182612
994516	932057
7725	163432
4409478	1077272
182735	218154
330018	196080
127759	153650
154076	127675
143298	128808
198434	1710575
130437	116068
79524	135467
216628	11649
81911	15708
334358	1000112
91739	990416
164397	7880
2229340	2229338
88462	15633
978676	978677
10858	227328
15147	204327
235727	10021
102723	332321
174402	119834
11743	215854
15612	89391
133845	93897
15396	109721
135273	81305
845689	3193088
134371	89461
2366114	1112434
231585	10431
136332	1116075
13925	191052
188966	9805
5292	3915
153847	127726
7175	160378
2081900	100008
1771741	4060722
3526313	2256964
191112	136212
390105	390081
533677	192012
1544574	394861
337895	91041
136291	231156
927330	180373
3383162	2922476
9474	184828
174906	180605
194894	346870
144432	14410
3677330	3662503
2760647	4260279
332001	221623
150129	14388
127520	154908
139230	230177
547753	645824
3665363	145809
88095	15637
115172	130605
188537	1111532
163055	7679
201334	12816
369387	4023
3914	5291
232425	10360
157418	6606
136126	119453
232534	717061
103190	136304
150910	181465
234515	10174
181077	195699
222810	181716
1107766	815241
416853	233111
1193438	147714
103288	132747
933301	933288
1139904	1128798
174030	181560
3860	5267
3362356	2284823
3441417	3441414
156147	6366
1902610	2042455
109090	131734
139790	206254
7203	160521
6772	158244
79389	135475
134073	91891
1624493	77481
135671	77305
1533699	195042
7031	159466
6865	158695
201107	1074810
74466	769312
98612	921346
131218	111777
198296	13074
533540	195591
7428	161682
531296	234350
91667	134098
117377	130277
192918	127441
94459	136241
1859099	116190
111683	180492
134074	91890
178093	9000
84397	134917
130318	117076
134249	90418
662891	84715
658809	347248
12147	209838
1160415	429524
2136892	2136887
96043	181047
1301788	1301787
196590	134945
173757	8631
890206	889768
12371	205127
139451	159984
132481	104853
222955	139938
331216	199678
8624	173725
90178	138844
941215	941216
109805	131591
224570	333574
76943	376151
128701	144291
162195	7544
380139	379704
128296	148807
4037675	3299819
13094	198092
601340	602039
3655431	3653930
199761	12939
386206	386205
105782	132304
234287	3529
86077	134723
148155	14685
155230	6209
4872789	3528967
2988140	2991836
205728	15158
9803	188960
13551	194589
13299	196659
683957	85019
13404	195751
330694	74079
87728	134573
135940	191642
3780822	3781156
3780822	3781157
180818	180091
872791	872730
192866	13727
135272	81312
97202	829930
151959	128062
796682	1163938
993567	462075
100665	133229
2975635	2975633
87505	134591
108131	131888
188046	9698
135567	78436
156353	180395
115435	136320
195443	12709
208848	366835
1048276	215930
169963	138681
1577561	1577559
1313619	235041
11051	225681
168169	1858988
111887	131188
477665	624616
120002	165116
125109	129476
108707	131795
448675	158511
107406	132016
344775	1577137
1244184	1244189
138653	237145
234279	181851
6640	157596
10840	227452
12557	203370
13956	190642
131914	107997
188333	394412
173805	8635
4054	236517
972056	1160782
4080013	4185363
113417	130944
128641	144918
214298	11934
145234	128610
181395	233536
13737	192761
95294	396619
129715	122568
1244239	1244237
100158	133312
229711	10614
128787	143521
10798	227847
109573	131650
3282698	428440
11074	225503
1123635	335474
126579	129343
217505	11547
1531729	1531735
124481	129545
120086	200357
457379	10563
11398	220759
104795	339738
201719	12773
97898	339142
15532	95455
236665	220330
157303	790589
81829	135201
1076390	87290
214192	11947
3454875	3468233
158961	6921
124499	237076
337995	118471
3741357	3718517
162684	7627
3379905	3324025
236598	1039972
118597	331672
180735	165235
189041	428746
129379	126074
130107	118854
133601	95924
236653	139473
389776	225670
76283	533538
955240	2298476
9395	77895
13793	192305
407565	1005855
1291420	192734
1735868	1735870
118768	3160907
129279	1418148
148454	128332
9935	236427
9543	186454
4728504	4573111
237251	118783
133314	100149
1046900	890315
78956	90842
478843	1184169
13802	192259
1034004	104946
221703	428790
128163	150169
123828	181406
978206	978212
1002498	998670
142488	128866
134611	87235
152633	127953
376709	799718
126560	219676
133189	100900
1191285	1191255
3276857	3284224
139678	2125676
10314	232984
192300	13794
91857	14556
181295	222668
331950	167162
10442	231470
178840	1116459
157592	3647780
171898	8468
135566	78473
220381	11425
13770	192475
186313	9537
3870	5270
131704	109272
2879639	2879627
90881	134201
154713	127559
7772	163708
109694	131619
138501	9005
111260	131310
108809	131785
129010	140655
1127985	1127987
9909	237575
109346	14477
127543	154783
164102	7839
6320	155936
135670	77404
129766	122347
227727	10813
454264	992741
1389016	1389013
124586	2124308
1389016	1389017
232426	10359
3046702	3046700
167142	8017
182295	452168
224252	354359
111043	15386
149143	180908
9775	188729
196379	330208
136087	167782
1858988	168169
203056	12589
157204	182029
90842	145915
131160	112020
140038	127273
133163	101036
1059888	156715
144219	128711
130510	115665
2225758	1141342
3365	4959
139079	118445
152673	339081
150320	191223
553689	991763
4747436	4493470
195873	15089
2125671	226785
129075	139854
173693	8616
143767	180677
1250911	151813
1236985	546614
75245	136349
452683	1192242
126571	137130
184168	9398
126571	137131
391871	391870
131727	109159
390649	390689
138618	236074
169670	8255
8127	168255
131044	112758
83652	14227
118443	139080
138655	192043
177571	469849
4661180	12186
134870	84594
177957	8989
91281	427370
134872	84577
232857	15296
81590	330352
414441	391758
2307698	2569601
14788	157229
3375	4966
3171520	3171518
14470	110490
12914	873930
130331	116946
133471	108213
180735	165192
330015	236050
1122596	173189
15014	185114
139910	14641
739213	4289299
15550	94220
223922	11253
1278062	134947
128209	149658
128932	141762
2110093	2099029
802306	1022303
136808	920495
131532	110159
130622	2422298
133140	101157
101410	133100
181465	150910
77439	135669
873023	866801
205108	12374
94588	133746
169562	6490
184599	9448
229066	10680
98321	999933
9733	188408
131593	109782
163626	119934
1039962	333269
232054	1089663
139675	79487
3563032	3562101
153732	473666
191808	13866
8329	170413
164533	7904
1741210	144407
9898	189700
231779	10418
447046	1251827
116845	339369
193173	15060
145159	180942
130163	118420
15502	100223
89306	134393
647753	1083366
163486	7737
2515848	2208909
912376	910688
2402384	2402388
4394579	3423791
889775	890202
992101	525113
3012844	3012950
173041	180248
220293	11430
7829	164062
148048	1046137
135740	237279
111527	119920
194079	13629
221698	11357
207701	823408
147793	128389
3495037	4320485
8496	172238
667310	119702
79182	393429
93821	15555
130414	116189
726796	536277
137759	129149
149933	128187
866780	815156
108205	131869
97884	667376
185942	9523
15581	91638
197325	13198
129934	120805
6494	156840
3924	5300
920805	1336184
157189	139708
6682	157763
3655174	3655412
130021	119653
181573	189150
100356	96695
194662	15073
4263315	4269337
450947	3543393
138374	129110
84127	134940
4772854	4757828
10509	230778
1309614	602115
6268	155566
2045412	2104766
3399476	3395379
916729	994629
157082	6548
230852	430939
192170	237232
205082	331744
205082	331745
108428	131834
12384	128982
236925	14112
330016	207423
114055	130836
132941	102205
138847	90174
233220	399183
131021	112871
163534	7744
188050	9699
1751802	800942
101535	133069
688827	203489
129547	124470
190587	416392
510698	1035047
203426	9776
107048	132073
188456	1556631
10032	235689
2531707	949288
119793	221235
645657	992131
1082056	1509872
159030	6936
160583	14302
3361656	3361657
460925	231657
2044274	101112
138846	90176
4323046	373277
766400	76470
196484	13309
11652	216573
163466	7730
223182	342826
3573392	83054
135764	3383
14717	152700
3621837	4168647
140142	228392
3621837	4168645
132390	105399
168501	8143
180639	142000
522337	15469
4064731	108674
1989221	1989222
1989221	1989223
1989221	1989224
175036	4320331
192445	13777
811378	1039965
163496	1189679
139757	218173
230180	10559
3982211	3988786
95604	136107
2944637	192029
1336291	78792
5179	3625
336490	119429
202737	12620
2759453	161499
105977	132268
432252	140719
11439	220106
3847169	3024516
9191	180303
12993	1240911
1642189	1288835
9538	186304
83161	135025
8023	167229
4747	3138
3192	4797
166742	180850
358596	218756
237105	150094
1989221	1989240
130932	142050
106262	132209
127990	152431
144016	2031069
172875	935178
215030	11846
236670	220341
186983	15020
332350	172056
124828	665944
390139	141660
1160575	685682
1931648	78753
138848	90172
831286	4769892
141855	128922
1190480	89763
905696	1023455
7050	159548
665024	665031
9515	233795
878264	208487
224664	11176
185540	1449234
1189430	890053
823147	220098
1193772	164485
179951	9164
1176994	1018929
1978777	7826
2988147	2991834
153336	127803
2310870	2310872
1588394	1588390
10904	183241
2310870	2310873
1244610	152606
2310870	2310874
2173967	7963
2183355	2093548
201342	464711
1597403	1597402
117556	15326
179468	4057063
175246	8772
77672	135655
158774	6887
110078	131539
1906760	1906759
2744796	3308977
7321	161107
1188677	1188685
8705	174435
8084	167982
12243	206651
2517209	2484479
503103	187818
122573	331173
952774	993812
2183355	2093546
90095	134293
1902940	1902942
82373	181332
862164	862085
3577600	124116
177007	8937
4599533	4599534
186661	1479937
129592	123857
94314	133771
78078	999925
7410	161601
149875	14693
3489050	1630830
86635	134678
331991	198671
399910	1123660
88283	134505
180626	88650
4827452	4833067
799839	799840
822108	1003942
87389	134602
135649	77711
155225	127461
140584	8332
156833	6491
179764	9147
190317	13987
2110141	2110289
93857	133854
98340	180428
100414	133271
2628400	5393624
192408	13782
145873	14671
48302	1193884
105596	132360
145992	128532
144303	128699
1546329	1583078
749881	236977
394637	115890
817687	1053412
2281001	1368814
127957	152612
2281001	1368815
10835	227508
4957580	75487
115990	130456
127613	140827
338664	125089
14032	189956
1172648	819601
102297	15476
338659	125080
9515	233708
124116	897512
131039	112767
181834	234254
6226	155341
130975	113245
1236525	147130
182026	222936
8146	168537
79050	4667699
188467	9737
193249	1084623
448980	448982
121494	331541
236039	668339
102167	132948
15154	205027
179727	564146
129903	121084
135271	81329
224521	11200
331544	235585
4993400	116929
330518	220333
180253	219322
1193932	1193930
134166	91077
3151	4760
122184	938839
11985	213776
159981	139454
451556	99783
9432	184467
9293	182760
130635	115088
14550	93137
4207722	4203395
126663	237285
119799	226752
12014	213503
9427	184424
112344	131102
11463	219518
198573	13040
2225812	2070289
978205	1797005
87190	132369
77463	135667
390995	391001
144931	128637
222235	2124396
11146	224858
161926	7488
129524	124728
233533	10273
967698	1036779
81736	135220
236099	119814
2301795	2301794
121941	1135794
105350	181780
173880	14241
2042564	2042558
206600	332201
212736	12056
88664	134466
1121257	1108597
237241	216263
338081	13245
12217	207473
162603	7614
1067016	1172718
507182	507185
152674	237188
987015	75420
143075	1211191
184053	9385
219536	134627
129452	125445
119807	218242
129245	136691
3093	4704
787545	94351
390247	161299
158363	6806
135235	81619
134834	84782
8900	176629
9513	185392
162935	7659
208886	1042567
11890	214595
111032	131353
139373	151434
135782	237278
210045	389560
6315	155881
130072	119038
138784	4353
4292613	4293995
1329270	1329255
132655	103861
159884	7105
486219	694321
6522	156994
119986	171163
8791	175363
353470	100029
7932	164686
137079	126540
3867	138774
196995	13245
1867011	1867006
108250	140044
1635271	1635285
6955	159131
113475	180948
131602	109757
395656	233182
120725	129942
3674972	3485
2186624	1039386
134832	84787
2186624	1039385
95455	15532
4880	3279
129683	122845
183678	9360
389667	212847
192333	1067297
134370	89468
3873121	3347244
215645	11779
451797	1058865
13248	196981
94022	368263
3073622	3075086
128464	146940
846928	235712
189025	9813
127645	154247
235151	1147560
94165	133790
224714	11168
11712	216097
152863	236945
224923	139329
197655	398164
90927	134194
103079	132788
380820	430789
139660	82666
130980	113196
15203	216583
8188	168786
6715	236387
209514	1068135
153359	127796
190914	13938
230106	10569
122826	934375
150183	128159
470553	81673
130162	113640
1244857	1244726
1542466	3081112
3657930	4638686
78524	458839
154009	136518
1132565	1704500
1783695	1780597
2232987	2263336
4705664	4720872
110172	330278
181048	163226
127622	154373
1036810	78164
4838668	3559196
132706	103606
168973	8201
4112	225438
122826	934366
453155	120453
11494	218975
337894	91043
115093	130632
167477	14921
105368	132398
1042520	140504
156691	6454
148435	128335
1037887	1037886
15176	212542
111660	131238
391081	110032
440740	440732
155297	6222
111055	131349
134509	88243
690924	1127976
1533795	769093
14728	153285
127392	236331
400311	3488297
7363	161354
3554230	4059551
872753	453684
7862	164274
127934	152737
161590	7413
330813	223417
1041811	805721
139285	234963
82272	135129
12063	212536
214309	11931
140896	128982
174029	4054165
156440	3576172
1869435	1869434
4715644	4720597
82570	135105
876629	876614
195569	4061056
133416	99607
162122	14871
7092	159788
183923	9379
10465	231280
1151816	495131
11274	223342
126607	129339
199482	12961
94082	133804
130612	115151
131625	109666
144531	128677
189514	9886
134075	91880
868390	207630
136627	85129
227344	10856
547404	126134
4323068	380507
934227	198166
10514	230724
109601	131642
99772	1130508
124020	1157346
14971	175097
129789	122154
221837	1589661
1771805	1771808
423250	137328
78617	180468
890819	194605
3384897	3400945
102395	132910
105828	132291
217684	11530
229428	477559
6475	156741
138940	207082
134495	88420
208155	391205
331171	122571
2197772	1748326
330370	222911
102627	132871
135356	80538
1006906	446345
3412675	3412713
85881	134736
197835	13124
128044	236728
95600	364313
134507	88266
237133	235478
2794995	4534807
231394	10455
180772	143103
180436	147116
180866	124276
3546018	3545330
4641691	4693788
90039	134297
168314	8123
139913	109619
158575	14298
808082	135391
181941	210017
390247	161301
1533689	79383
2349383	1438867
158000	331898
197082	13232
204252	181140
164737	14915
2576555	2576554
389782	172828
4274111	4272252
3117	4728
133079	101493
133418	99602
229892	10593
7800	163913
180944	182624
665947	87861
167785	136062
994857	337737
153945	127701
181032	152347
1023581	841284
1160486	8399
14120	226887
202073	12722
175189	139724
2108960	2109654
2508381	78521
109675	131623
872712	872818
4575264	2871761
99823	133378
1533410	118592
193629	339342
85295	134788
3391764	3399182
98398	343187
8070	167825
12502	203763
171040	8376
121958	129817
1021045	180168
89581	134347
108935	131761
164866	14269
114078	130830
437616	110928
168429	8129
134041	92072
90755	134216
1037887	1037888
139360	230182
1037887	1037889
1331077	180133
1926394	120740
120141	121459
131388	110867
4320567	124724
536142	158612
1251135	151741
134001	92547
6823	158421
7951	164795
15582	91581
156032	6341
2124285	141836
13213	197247
217837	398301
9562	186729
201754	12767
590159	222297
99315	15515
134800	85133
794306	212566
132085	106984
468066	464155
1859096	109463
4720640	4711497
132054	107184
122777	129685
128696	144314
176724	8908
189476	9883
180392	224735
99916	133356
939219	1070185
2158582	2990178
628655	128907
133813	94055
133764	94395
161254	7348
83314	135009
2306029	2319336
168265	330264
191649	135985
9818	189048
127668	154146
105810	132296
188189	762088
136422	214400
183254	330356
177998	8993
85421	134779
112573	138877
113245	130975
4781	3174
96779	389682
136279	161916
159968	7119
3466435	3456797
94616	133740
406113	138442
129392	125923
2319155	2319157
10274	233524
12895	200587
191238	181144
3466602	2300037
107234	132047
133033	101729
835147	1005900
6125	138731
138476	129097
142088	128898
797113	797144
138898	195003
180133	1331077
994482	749356
1179918	982496
6912	158906
2286101	10159
3710338	3841933
125878	1694056
131500	110330
13574	194392
3623488	3624518
875898	876653
1859033	77597
76413	437492
121920	136672
121423	39729
157767	1128479
105976	330361
130998	113041
137885	129143
111915	131185
208482	12189
133158	101054
3631	48301
910729	229527
1143096	84529
122829	987045
128091	151065
1193939	1193941
134453	88838
823124	220094
749118	114820
114868	130683
81532	135248
3266864	96084
89762	134330
164201	7852
539438	228022
107378	132025
4764937	4763133
201669	12832
74108	3888
112858	791314
15185	214770
81899	4107397
133505	99082
4526568	4521744
912138	912137
187010	9605
98851	133538
11391	221010
11598	217033
201909	136308
131370	110943
5322	4145
2217476	2182977
150984	181058
2310167	1710290
133456	99373
138637	187218
161946	7494
331671	118596
132077	107039
2286096	203562
952757	2278067
137672	1082548
1599323	1599324
1599323	1599325
132499	104731
6570	157266
130675	114894
1006063	144136
7316	161098
749144	749148
4320470	2349148
4320215	945326
147139	129700
190008	14025
128103	150860
473666	153732
1776702	121150
222911	330370
96911	3160887
181191	149620
13190	197355
132090	106925
2702386	4724225
114806	138607
153290	127592
140056	3609751
108274	987037
129056	140258
3695	236524
1202434	911265
186950	3658172
99846	4058124
168117	8106
7706	163265
2499661	2113827
146388	332697
399808	194605
761220	1005904
8872	176068
100242	133298
134331	89760
2110437	155608
4706	3096
122466	129736
236970	135573
214715	11879
161893	10114
111534	131268
133171	100988
390559	183508
1132565	1704496
128210	149652
151153	408874
161304	181241
13884	191508
87162	237203
160021	139260
2461445	824653
14457	115576
1731480	76424
2484479	2517209
187852	9678
168334	180764
3884448	3925054
3884448	3925052
4944	3349
206471	138941
234743	10142
182092	120014
1892275	236967
13043	198558
132366	105548
213593	1670954
136415	201338
685994	162084
147658	332316
5245632	5245631
180991	86699
1023160	171507
8543	172793
330219	99195
6696	157855
112451	131085
162426	7583
339595	487974
39760	121436
102709	14514
181136	165025
5216	912132
101428	133096
126073	129380
128459	146991
12334	205470
221367	829206
550699	2201906
96668	133587
200234	1152076
2173967	7890
3490	5074
619661	89151
1170841	180793
95412	133645
141474	128944
133493	99143
88809	619667
127796	153359
127017	129297
162015	7509
14395	148504
130468	115871
131518	110218
196065	13361
130698	114791
224818	1558439
13308	196488
129222	136695
99795	133386
4767	3159
192638	13755
1130641	1129887
353465	100016
203567	12524
4757719	1902921
156775	6482
3573316	3572565
180272	136803
11632	428454
102264	181090
4720781	4708855
128410	147606
12562	203279
169866	181415
2056987	175415
148144	181223
173874	354403
1558422	96858
3245933	3292481
136025	115505
2287331	133441
173034	8564
1438084	81225
226677	119760
894566	92515
128792	143488
4310854	4313688
172930	352610
213564	12005
653786	106745
129749	93973
6907	158874
74065	140190
182330	9243
199996	1693100
1368928	1368929
105656	132337
114227	130805
3455785	3468192
139808	101907
3554	5134
131104	112334
82307	433276
76724	667371
1023186	228672
1164978	1165013
122330	374021
131099	112353
477540	565858
79507	138955
112489	138978
134728	85933
333159	426900
7748	163541
15531	95560
230769	15278
143707	128759
140105	106530
3131	4742
1117990	1117997
1106827	10015
134996	83469
7226	160654
226656	10937
115706	130501
1041824	883855
3440946	3481804
107572	131995
113710	130895
897574	11838
117842	130225
7405	161534
934375	122826
12406	204830
14652	142225
135180	81979
5217	3700
193644	683197
128009	426184
74684	4081615
4354	74114
141227	128963
342134	534906
121507	14587
135731	103005
12923	200294
128496	146456
968001	223003
143830	181912
227758	14106
133194	100888
179645	9125
131242	111633
134128	91357
4203395	4207722
1166625	4320192
1084205	1068255
104631	180633
879940	92933
10851	233708
3050892	7605
123054	987001
148364	331652
3513	5097
99888	133363
135974	108135
131191	111883
181404	125192
225279	11104
930046	930047
132720	103513
126532	100788
149225	14690
111987	663589
229768	10607
226503	128286
12804	201394
110789	131404
148245	330188
103112	130970
333424	125110
8401	171279
119840	157132
5074	3490
226591	676988
237113	144274
153006	127872
392022	392030
700188	1041382
3573334	80053
130084	118992
1153194	159132
1639008	1700238
140099	113411
214116	11958
228556	10719
844279	844277
91903	1147914
390140	175562
138165	129123
2124217	235558
226984	181121
13706	193064
138666	173799
94925	181561
6301	155746
2271412	81743
12900	200495
204894	140118
150806	330303
180795	182614
1090078	1090077
8758	175137
113041	130998
131076	112496
129096	138488
139269	157232
6818	158417
131359	104623
1097552	204238
9714	188245
4985	3398
3574	5152
175304	8785
12799	201424
2305155	1404844
938702	339086
1081316	154300
13478	195194
119791	222557
119904	235531
226619	10941
4869066	2752781
127594	154491
128233	149465
154821	135845
181378	96142
155963	6338
180773	89224
75702	2715375
1588475	1588496
14135	217538
14855	161184
114013	130838
139306	233760
4418322	2469523
12466	204228
432914	405895
232847	10330
192636	13756
234339	10192
137062	2110368
331865	86776
1202322	616986
120091	200349
220810	331946
905762	579760
1087734	88849
202318	12691
914389	206140
7119	159968
131758	108938
1244329	1247598
9346	183525
12443	204394
10763	228153
130970	103112
159642	14309
921249	724651
233147	533386
146855	14677
161888	7480
114739	389585
215796	14141
183101	14225
